Name,Table,BeginTime,EndTime,Duration
butLeft,table,04/17/2015 14:28:29,04/17/2015 14:28:29,0
butLeft,table,04/17/2015 14:29:09,04/17/2015 14:29:09,0
butLeft,table,04/17/2015 14:29:09,04/17/2015 14:29:22,13
butLeft,table,04/17/2015 14:29:22,04/17/2015 14:29:22,0
butLeft,table,04/17/2015 14:29:09,04/17/2015 14:29:22,13
butLeft,table,04/17/2015 14:29:22,04/17/2015 14:29:33,10
butLeft,table,04/17/2015 14:29:33,04/17/2015 14:29:33,0
butLeft,table,04/17/2015 14:29:09,04/17/2015 14:29:22,13
butLeft,table,04/17/2015 14:29:22,04/17/2015 14:29:33,10
butLeft,table,04/17/2015 14:29:33,04/17/2015 14:29:33,0
butLeft,table,04/17/2015 14:29:33,04/17/2015 14:29:33,0
butLeft,table,04/17/2015 14:30:17,04/17/2015 14:30:17,0
butLeft,table,04/17/2015 14:30:17,04/17/2015 14:30:37,20
butLeft,table,04/17/2015 14:30:37,04/17/2015 14:30:37,0
butLeft,table,04/17/2015 14:32:09,04/17/2015 14:32:09,0
butLeft,table,04/17/2015 14:32:09,04/17/2015 14:32:36,27
butLeft,table,04/17/2015 14:32:36,04/17/2015 14:32:36,0
butLeft,table,04/17/2015 14:34:35,04/17/2015 14:34:35,0
butLeft,table,04/17/2015 14:34:35,04/17/2015 14:35:00,25
butLeft,table,04/17/2015 14:35:00,04/17/2015 14:35:00,0
butLeft,table,04/17/2015 14:39:12,04/17/2015 14:39:12,0
butLeft,table,04/17/2015 14:40:08,04/17/2015 14:40:08,0
butLeft,table,04/17/2015 14:43:42,04/17/2015 14:44:25,43
butLeft,table,04/17/2015 14:44:38,04/17/2015 14:44:56,17
butLeft,table,04/17/2015 15:00:13,04/17/2015 15:00:19,6
butLeft,table,04/17/2015 15:00:13,04/17/2015 15:00:19,6
butLeft,table,04/17/2015 15:00:13,04/17/2015 15:00:19,6
butLeft,table,04/17/2015 15:00:13,04/17/2015 15:00:19,6
butLeft,table,04/17/2015 15:00:13,04/17/2015 15:00:19,6
butLeft,table,04/17/2015 15:00:13,04/17/2015 15:00:20,6
butLeft,table,04/17/2015 15:00:13,04/17/2015 15:00:20,6
butLeft,table,04/17/2015 15:00:13,04/17/2015 15:00:20,6
butLeft,table,04/17/2015 15:00:13,04/17/2015 15:00:20,6
butLeft,table,04/17/2015 15:00:13,04/17/2015 15:00:20,6
butLeft,table,04/17/2015 15:00:13,04/17/2015 15:00:20,6
butLeft,table,04/17/2015 15:00:13,04/17/2015 15:00:20,6
butLeft,table,04/17/2015 15:00:13,04/17/2015 15:00:20,6
butLeft,table,04/17/2015 15:00:13,04/17/2015 15:00:20,6
butLeft,table,04/17/2015 15:00:13,04/17/2015 15:00:20,6
butLeft,table,04/17/2015 15:00:13,04/17/2015 15:00:20,6
butLeft,table,04/17/2015 15:00:13,04/17/2015 15:00:20,6
butLeft,table,04/17/2015 15:00:13,04/17/2015 15:00:20,6
butLeft,table,04/17/2015 15:00:13,04/17/2015 15:00:20,6
butLeft,table,04/17/2015 15:00:13,04/17/2015 15:00:20,6
butLeft,table,04/17/2015 15:00:13,04/17/2015 15:00:20,6
butLeft,table,04/17/2015 15:00:13,04/17/2015 15:00:20,6
butLeft,table,04/17/2015 15:00:48,04/17/2015 15:00:54,6
butLeft,table,04/17/2015 15:00:48,04/17/2015 15:01:02,14
butLeft,table,04/17/2015 15:01:02,04/17/2015 15:01:08,6
butLeft,table,04/17/2015 15:02:09,04/17/2015 15:02:15,6
butLeft,table,04/17/2015 15:31:33,04/17/2015 15:31:39,6
butLeft,table,04/20/2015 12:38:14,04/20/2015 12:38:51,37
butLeft,table,04/20/2015 14:59:44,04/20/2015 14:59:47,2
dog,table,04/20/2015 14:59:47,04/20/2015 14:59:53,5
butLeft,table,04/20/2015 15:02:45,04/20/2015 15:02:48,2
cat,table,04/20/2015 15:02:48,04/20/2015 15:02:50,2
dog,table,04/20/2015 15:02:50,04/20/2015 15:02:51,0
horse,table,04/20/2015 15:02:51,04/20/2015 15:02:57,6
