Name,Table,BeginTime,EndTime,Duration
butLeft,table,04/17/2015 13:39:16,04/17/2015 13:39:18,2
cat,table,04/17/2015 13:39:18,04/17/2015 13:39:20,1
horse,table,04/17/2015 13:39:20,04/17/2015 13:39:21,1
dog,table,04/17/2015 13:39:21,04/17/2015 13:39:21,0
dog,table,04/17/2015 13:39:21,04/17/2015 13:39:21,0
dog,table,04/17/2015 13:39:21,04/17/2015 13:39:21,0
dog,table,04/17/2015 13:39:21,04/17/2015 13:39:22,0
dog,table,04/17/2015 13:39:22,04/17/2015 13:39:22,0
dog,table,04/17/2015 13:39:22,04/17/2015 13:39:22,0
dog,table,04/17/2015 13:39:22,04/17/2015 13:39:22,0
dog,table,04/17/2015 13:39:22,04/17/2015 13:39:22,0
dog,table,04/17/2015 13:39:22,04/17/2015 13:39:22,0
dog,table,04/17/2015 13:39:22,04/17/2015 13:39:22,0
dog,table,04/17/2015 13:39:22,04/17/2015 13:39:22,0
dog,table,04/17/2015 13:39:22,04/17/2015 13:39:23,0
dog,table,04/17/2015 13:39:23,04/17/2015 13:39:23,0
dog,table,04/17/2015 13:39:23,04/17/2015 13:39:23,0
dog,table,04/17/2015 13:39:23,04/17/2015 13:39:24,1
cat,table,04/17/2015 13:39:24,04/17/2015 13:39:26,1
horse,table,04/17/2015 13:39:26,04/17/2015 13:39:27,1
dog,table,04/17/2015 13:39:27,04/17/2015 13:39:27,0
dog,table,04/17/2015 13:39:27,04/17/2015 13:39:27,0
dog,table,04/17/2015 13:39:27,04/17/2015 13:39:27,0
dog,table,04/17/2015 13:39:27,04/17/2015 13:39:27,0
dog,table,04/17/2015 13:39:27,04/17/2015 13:39:27,0
dog,table,04/17/2015 13:39:27,04/17/2015 13:39:28,0
dog,table,04/17/2015 13:39:28,04/17/2015 13:39:28,0
dog,table,04/17/2015 13:39:28,04/17/2015 13:39:28,0
dog,table,04/17/2015 13:39:28,04/17/2015 13:39:28,0
dog,table,04/17/2015 13:39:28,04/17/2015 13:39:28,0
dog,table,04/17/2015 13:39:28,04/17/2015 13:39:28,0
dog,table,04/17/2015 13:39:28,04/17/2015 13:39:28,0
dog,table,04/17/2015 13:39:28,04/17/2015 13:39:29,0
dog,table,04/17/2015 13:39:29,04/17/2015 13:39:29,0
dog,table,04/17/2015 13:39:29,04/17/2015 13:39:29,0
dog,table,04/17/2015 13:39:29,04/17/2015 13:39:29,0
dog,table,04/17/2015 13:39:29,04/17/2015 13:39:29,0
dog,table,04/17/2015 13:39:29,04/17/2015 13:39:29,0
dog,table,04/17/2015 13:39:29,04/17/2015 13:39:29,0
dog,table,04/17/2015 13:39:29,04/17/2015 13:39:29,0
dog,table,04/17/2015 13:39:29,04/17/2015 13:39:30,0
dog,table,04/17/2015 13:39:30,04/17/2015 13:39:31,1
