Name,Table,BeginTime,EndTime,Duration
butLeft,table,04/17/2015 13:41:24,04/17/2015 13:41:28,4
horse,table,04/17/2015 13:41:28,04/17/2015 13:41:29,0
dog,table,04/17/2015 13:41:29,04/17/2015 13:41:30,0
cat,table,04/17/2015 13:41:30,04/17/2015 13:41:32,2
