Name,Table,BeginTime,EndTime,Duration
butLeft,table,04/17/2015 13:19:08,04/17/2015 13:19:10,2
cat,table,04/17/2015 13:19:10,04/17/2015 13:19:11,1
cat,table,04/17/2015 13:19:11,04/17/2015 13:19:12,0
cat,table,04/17/2015 13:19:12,04/17/2015 13:19:13,1
dog,table,04/17/2015 13:19:13,04/17/2015 13:19:14,0
butLeft,table,04/17/2015 13:38:15,04/17/2015 13:38:17,1
cat,table,04/17/2015 13:38:17,04/17/2015 13:38:17,0
cat,table,04/17/2015 13:38:17,04/17/2015 13:38:18,0
cat,table,04/17/2015 13:38:18,04/17/2015 13:38:18,0
cat,table,04/17/2015 13:38:18,04/17/2015 13:38:19,0
cat,table,04/17/2015 13:38:19,04/17/2015 13:38:19,0
cat,table,04/17/2015 13:38:19,04/17/2015 13:38:19,0
cat,table,04/17/2015 13:38:19,04/17/2015 13:38:19,0
cat,table,04/17/2015 13:38:19,04/17/2015 13:38:20,0
cat,table,04/17/2015 13:38:20,04/17/2015 13:38:20,0
cat,table,04/17/2015 13:38:20,04/17/2015 13:38:21,0
dog,table,04/17/2015 13:38:21,04/17/2015 13:38:21,0
horse,table,04/17/2015 13:38:21,04/17/2015 13:38:22,0
butLeft,table,04/17/2015 13:38:39,04/17/2015 13:38:40,1
horse,table,04/17/2015 13:38:40,04/17/2015 13:38:40,0
horse,table,04/17/2015 13:38:40,04/17/2015 13:38:40,0
horse,table,04/17/2015 13:38:40,04/17/2015 13:38:40,0
horse,table,04/17/2015 13:38:40,04/17/2015 13:38:40,0
horse,table,04/17/2015 13:38:40,04/17/2015 13:38:40,0
horse,table,04/17/2015 13:38:40,04/17/2015 13:38:41,0
horse,table,04/17/2015 13:38:41,04/17/2015 13:38:41,0
horse,table,04/17/2015 13:38:41,04/17/2015 13:38:41,0
horse,table,04/17/2015 13:38:41,04/17/2015 13:38:41,0
horse,table,04/17/2015 13:38:41,04/17/2015 13:38:41,0
horse,table,04/17/2015 13:38:41,04/17/2015 13:38:41,0
horse,table,04/17/2015 13:38:41,04/17/2015 13:38:41,0
horse,table,04/17/2015 13:38:41,04/17/2015 13:38:41,0
horse,table,04/17/2015 13:38:41,04/17/2015 13:38:42,0
horse,table,04/17/2015 13:38:42,04/17/2015 13:38:42,0
horse,table,04/17/2015 13:38:42,04/17/2015 13:38:42,0
horse,table,04/17/2015 13:38:42,04/17/2015 13:38:42,0
horse,table,04/17/2015 13:38:42,04/17/2015 13:38:42,0
horse,table,04/17/2015 13:38:42,04/17/2015 13:38:42,0
horse,table,04/17/2015 13:38:42,04/17/2015 13:38:43,0
horse,table,04/17/2015 13:38:43,04/17/2015 13:38:43,0
horse,table,04/17/2015 13:38:43,04/17/2015 13:38:43,0
horse,table,04/17/2015 13:38:43,04/17/2015 13:38:43,0
horse,table,04/17/2015 13:38:43,04/17/2015 13:38:43,0
horse,table,04/17/2015 13:38:43,04/17/2015 13:38:43,0
horse,table,04/17/2015 13:38:43,04/17/2015 13:38:43,0
horse,table,04/17/2015 13:38:43,04/17/2015 13:38:44,0
horse,table,04/17/2015 13:38:44,04/17/2015 13:38:44,0
horse,table,04/17/2015 13:38:44,04/17/2015 13:38:44,0
horse,table,04/17/2015 13:38:44,04/17/2015 13:38:44,0
horse,table,04/17/2015 13:38:44,04/17/2015 13:38:44,0
horse,table,04/17/2015 13:38:44,04/17/2015 13:38:44,0
horse,table,04/17/2015 13:38:44,04/17/2015 13:38:46,2
